Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Transactions_Found,Amount_Match_Count,Post_Snapshot_Count,Valid_Match_Count,Review Result,Refund Transaction ID,Refund Amount,Refund Processed By,Refund Processed Date,Refund Reason,Automated Completion
DH001546,PET001546,CL000052,2025-10-31,13.96,1,0,1,0,Amount Mismatch,,,,,,False
DH001547,PET001547,CL000181,2025-10-31,8.66,0,0,0,0,No Accounting Transaction,,,,,,False
DH001548,PET001548,CL000068,2025-10-31,2.49,0,0,0,0,No Accounting Transaction,,,,,,False
DH001549,PET001549,CL000156,2025-10-31,49.89,1,1,1,1,Confirmed Unique Match,RT000105,49.89,FIN002,2025-11-25,Premium collected after cancellation,True
DH001550,PET001550,CL000046,2025-10-31,67.69,0,0,0,0,No Accounting Transaction,,,,,,False
DH001551,PET001551,CL000185,2025-10-31,41.95,0,0,0,0,No Accounting Transaction,,,,,,False
DH001552,PET001552,CL000125,2025-10-31,61.46,0,0,0,0,No Accounting Transaction,,,,,,False
DH001553,PET001553,CL000170,2025-10-31,7.95,1,1,1,1,Confirmed Unique Match,RT000199,7.95,DH002,2025-11-02,Customer account correction,True
DH001554,PET001554,CL000122,2025-10-31,3.52,0,0,0,0,No Accounting Transaction,,,,,,False
DH001555,PET001555,CL000173,2025-10-31,27.14,0,0,0,0,No Accounting Transaction,,,,,,False
DH001556,PET001556,CL000092,2025-10-31,53.02,0,0,0,0,No Accounting Transaction,,,,,,False
DH001557,PET001557,CL000128,2025-10-31,7.43,0,0,0,0,No Accounting Transaction,,,,,,False
DH001558,PET001558,CL000137,2025-10-31,28.16,1,1,1,1,Confirmed Unique Match,RT000053,28.16,DH002,2025-11-25,Refund due following policy review,True
DH001559,PET001559,CL000048,2025-10-31,6.69,0,0,0,0,No Accounting Transaction,,,,,,False
DH001560,PET001560,CL000054,2025-10-31,236.99,1,1,1,1,Confirmed Unique Match,RT000083,236.99,DH001,2025-11-04,Customer account correction,True
DH001561,PET001561,CL000132,2025-10-31,89.28,0,0,0,0,No Accounting Transaction,,,,,,False
DH001562,PET001562,CL000125,2025-10-31,63.62,0,0,0,0,No Accounting Transaction,,,,,,False
DH001563,PET001563,CL000079,2025-10-31,36.62,0,0,0,0,No Accounting Transaction,,,,,,False
DH001564,PET001564,CL000099,2025-10-31,71.34,0,0,0,0,No Accounting Transaction,,,,,,False
DH001565,PET001565,CL000151,2025-10-31,98.75,2,2,2,2,Multiple Valid Matches,,,,,,False
DH001566,PET001566,CL000098,2025-10-31,18.24,0,0,0,0,No Accounting Transaction,,,,,,False
DH001567,PET001567,CL000053,2025-10-31,19.4,0,0,0,0,No Accounting Transaction,,,,,,False
DH001568,PET001568,CL000064,2025-10-31,23.22,1,1,1,1,Confirmed Unique Match,RT000280,23.22,DH001,2025-11-26,Customer account correction,True
DH001569,PET001569,CL000032,2025-10-31,47.12,0,0,0,0,No Accounting Transaction,,,,,,False
DH001570,PET001570,CL000068,2025-10-31,7.71,0,0,0,0,No Accounting Transaction,,,,,,False
DH001571,PET001571,CL000186,2025-10-31,297.67,1,0,1,0,Amount Mismatch,,,,,,False
DH001572,PET001572,CL000115,2025-10-31,7.07,0,0,0,0,No Accounting Transaction,,,,,,False
DH001573,PET001573,CL000106,2025-10-31,28.91,0,0,0,0,No Accounting Transaction,,,,,,False
DH001574,PET001574,CL000017,2025-10-31,6.3,0,0,0,0,No Accounting Transaction,,,,,,False
DH001575,PET001575,CL000101,2025-10-31,76.44,0,0,0,0,No Accounting Transaction,,,,,,False
DH001576,PET001576,CL000111,2025-10-31,115.79,0,0,0,0,No Accounting Transaction,,,,,,False
DH001577,PET001577,CL000102,2025-10-31,13.39,0,0,0,0,No Accounting Transaction,,,,,,False
DH001578,PET001578,CL000035,2025-10-31,2.86,0,0,0,0,No Accounting Transaction,,,,,,False
DH001579,PET001579,CL000178,2025-10-31,82.91,0,0,0,0,No Accounting Transaction,,,,,,False
DH001580,PET001580,CL000182,2025-10-31,78.46,0,0,0,0,No Accounting Transaction,,,,,,False
DH001581,PET001581,CL000120,2025-10-31,49.74,0,0,0,0,No Accounting Transaction,,,,,,False
DH001582,PET001582,CL000072,2025-10-31,23.54,1,1,1,1,Confirmed Unique Match,RT000454,23.54,DH001,2025-11-13,Missed cancellation refund,True
DH001583,PET001583,CL000005,2025-10-31,4.31,0,0,0,0,No Accounting Transaction,,,,,,False
DH001584,PET001584,CL000178,2025-10-31,9.06,0,0,0,0,No Accounting Transaction,,,,,,False
DH001585,PET001585,CL000081,2025-10-31,39.94,0,0,0,0,No Accounting Transaction,,,,,,False
DH001586,PET001586,CL000125,2025-10-31,11.17,0,0,0,0,No Accounting Transaction,,,,,,False
DH001587,PET001587,CL000198,2025-10-31,4.82,0,0,0,0,No Accounting Transaction,,,,,,False
DH001588,PET001588,CL000067,2025-10-31,77.33,2,2,2,2,Multiple Valid Matches,,,,,,False
DH001589,PET001589,CL000047,2025-10-31,110.02,1,1,1,1,Confirmed Unique Match,RT000479,110.02,FIN001,2025-11-11,Missed cancellation refund,True
DH001590,PET001590,CL000017,2025-10-31,22.67,1,1,1,1,Confirmed Unique Match,RT000333,22.67,DH002,2025-11-14,Premium collected after cancellation,True
DH001591,PET001591,CL000038,2025-10-31,197.1,0,0,0,0,No Accounting Transaction,,,,,,False
DH001592,PET001592,CL000031,2025-10-31,48.64,1,1,1,1,Confirmed Unique Match,RT000069,48.64,DH001,2025-11-20,Premium collected after cancellation,True
DH001593,PET001593,CL000019,2025-10-31,11.99,0,0,0,0,No Accounting Transaction,,,,,,False
DH001594,PET001594,CL000065,2025-10-31,58.92,1,1,1,1,Confirmed Unique Match,RT000098,58.92,FIN001,2025-11-24,Customer account correction,True
DH001595,PET001595,CL000057,2025-10-31,17.28,0,0,0,0,No Accounting Transaction,,,,,,False
DH001596,PET001596,CL000098,2025-10-31,59.63,1,1,1,1,Confirmed Unique Match,RT000023,59.63,DH001,2025-11-06,Customer account correction,True
DH001597,PET001597,CL000005,2025-10-31,43.63,0,0,0,0,No Accounting Transaction,,,,,,False
DH001598,PET001598,CL000197,2025-10-31,23.98,0,0,0,0,No Accounting Transaction,,,,,,False
DH001599,PET001599,CL000054,2025-10-31,45.11,0,0,0,0,No Accounting Transaction,,,,,,False
DH001600,PET001600,CL000146,2025-10-31,26.74,1,1,1,1,Confirmed Unique Match,RT000060,26.74,FIN001,2025-11-26,Premium collected after cancellation,True
DH001601,PET001601,CL000041,2025-10-31,21.44,0,0,0,0,No Accounting Transaction,,,,,,False
DH001602,PET001602,CL000112,2025-11-30,36.74,0,0,0,0,No Accounting Transaction,,,,,,False
DH001603,PET001603,CL000086,2025-11-30,81.18,1,1,1,1,Confirmed Unique Match,RT000466,81.18,FIN002,2025-12-18,Missed cancellation refund,True
DH001604,PET001604,CL000012,2025-11-30,31.38,0,0,0,0,No Accounting Transaction,,,,,,False
DH001605,PET001605,CL000045,2025-11-30,68.61,0,0,0,0,No Accounting Transaction,,,,,,False
DH001606,PET001606,CL000077,2025-11-30,55.21,0,0,0,0,No Accounting Transaction,,,,,,False
DH001607,PET001607,CL000011,2025-11-30,58.89,0,0,0,0,No Accounting Transaction,,,,,,False
DH001608,PET001608,CL000199,2025-11-30,69.39,0,0,0,0,No Accounting Transaction,,,,,,False
DH001609,PET001609,CL000029,2025-11-30,85.75,0,0,0,0,No Accounting Transaction,,,,,,False
DH001610,PET001610,CL000029,2025-11-30,29.43,0,0,0,0,No Accounting Transaction,,,,,,False
DH001611,PET001611,CL000157,2025-11-30,34.52,1,1,1,1,Confirmed Unique Match,RT000265,34.52,FIN002,2025-12-11,Missed cancellation refund,True
DH001612,PET001612,CL000111,2025-11-30,10.85,0,0,0,0,No Accounting Transaction,,,,,,False
DH001613,PET001613,CL000102,2025-11-30,13.86,0,0,0,0,No Accounting Transaction,,,,,,False
DH001614,PET001614,CL000091,2025-11-30,16.48,1,1,1,1,Confirmed Unique Match,RT000058,16.48,DH001,2025-12-27,Customer account correction,True
DH001615,PET001615,CL000112,2025-11-30,271.56,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH001616,PET001616,CL000105,2025-11-30,116.67,0,0,0,0,No Accounting Transaction,,,,,,False
DH001617,PET001617,CL000028,2025-11-30,1.21,1,1,1,1,Confirmed Unique Match,RT000263,1.21,DH002,2025-12-29,Premium collected after cancellation,True
DH001618,PET001618,CL000188,2025-11-30,169.87,1,1,1,1,Confirmed Unique Match,RT000238,169.87,DH002,2025-12-11,Missed cancellation refund,True
DH001619,PET001619,CL000124,2025-11-30,13.81,0,0,0,0,No Accounting Transaction,,,,,,False
DH001620,PET001620,CL000069,2025-11-30,13.01,1,1,1,1,Confirmed Unique Match,RT000344,13.01,FIN001,2025-12-02,Refund due following policy review,True
DH001621,PET001621,CL000149,2025-11-30,82.17,0,0,0,0,No Accounting Transaction,,,,,,False
DH001622,PET001622,CL000095,2025-11-30,91.1,1,1,1,1,Confirmed Unique Match,RT000292,91.1,DH002,2025-12-14,Customer account correction,True
DH001623,PET001623,CL000042,2025-11-30,18.95,0,0,0,0,No Accounting Transaction,,,,,,False
DH001624,PET001624,CL000114,2025-11-30,29.01,0,0,0,0,No Accounting Transaction,,,,,,False
DH001625,PET001625,CL000142,2025-11-30,72.87,0,0,0,0,No Accounting Transaction,,,,,,False
DH001626,PET001626,CL000131,2025-11-30,34.33,1,1,1,1,Confirmed Unique Match,RT000170,34.33,DH001,2025-12-04,Customer account correction,True
DH001627,PET001627,CL000188,2025-11-30,42.34,0,0,0,0,No Accounting Transaction,,,,,,False
DH001628,PET001628,CL000101,2025-11-30,66.34,0,0,0,0,No Accounting Transaction,,,,,,False
DH001629,PET001629,CL000016,2025-11-30,5.67,0,0,0,0,No Accounting Transaction,,,,,,False
DH001630,PET001630,CL000011,2025-11-30,22.21,0,0,0,0,No Accounting Transaction,,,,,,False
DH001631,PET001631,CL000061,2025-11-30,9.29,0,0,0,0,No Accounting Transaction,,,,,,False
DH001632,PET001632,CL000200,2025-11-30,35.81,0,0,0,0,No Accounting Transaction,,,,,,False
DH001633,PET001633,CL000139,2025-11-30,94.86,0,0,0,0,No Accounting Transaction,,,,,,False
DH001634,PET001634,CL000042,2025-11-30,35.71,0,0,0,0,No Accounting Transaction,,,,,,False
DH001635,PET001635,CL000078,2025-11-30,150.42,0,0,0,0,No Accounting Transaction,,,,,,False
DH001636,PET001636,CL000096,2025-11-30,47.6,0,0,0,0,No Accounting Transaction,,,,,,False
DH001637,PET001637,CL000109,2025-11-30,59.22,0,0,0,0,No Accounting Transaction,,,,,,False
DH001638,PET001638,CL000067,2025-11-30,29.22,0,0,0,0,No Accounting Transaction,,,,,,False
DH001639,PET001639,CL000060,2025-11-30,22.51,1,1,1,1,Confirmed Unique Match,RT000181,22.51,FIN002,2025-12-22,Refund due following policy review,True
DH001640,PET001640,CL000190,2025-11-30,15.12,1,0,1,0,Amount Mismatch,,,,,,False
DH001641,PET001641,CL000041,2025-11-30,20.84,0,0,0,0,No Accounting Transaction,,,,,,False
DH001642,PET001642,CL000047,2025-11-30,22.22,1,0,1,0,Amount Mismatch,,,,,,False
DH001643,PET001643,CL000115,2025-11-30,3.69,0,0,0,0,No Accounting Transaction,,,,,,False
DH001644,PET001644,CL000055,2025-11-30,15.65,0,0,0,0,No Accounting Transaction,,,,,,False
DH001645,PET001645,CL000147,2025-11-30,20.41,0,0,0,0,No Accounting Transaction,,,,,,False
DH001646,PET001646,CL000108,2025-11-30,7.98,0,0,0,0,No Accounting Transaction,,,,,,False
DH001647,PET001647,CL000143,2025-11-30,8.05,0,0,0,0,No Accounting Transaction,,,,,,False
DH001648,PET001648,CL000105,2025-11-30,36.44,0,0,0,0,No Accounting Transaction,,,,,,False
DH001649,PET001649,CL000075,2025-11-30,25.27,0,0,0,0,No Accounting Transaction,,,,,,False
DH001650,PET001650,CL000102,2025-11-30,6.24,0,0,0,0,No Accounting Transaction,,,,,,False
DH001651,PET001651,CL000013,2025-11-30,32.17,0,0,0,0,No Accounting Transaction,,,,,,False
DH001652,PET001652,CL000074,2025-11-30,21.8,0,0,0,0,No Accounting Transaction,,,,,,False
DH001653,PET001653,CL000199,2025-11-30,66.44,1,1,1,1,Confirmed Unique Match,RT000059,66.44,FIN001,2025-12-24,Premium collected after cancellation,True
DH001654,PET001654,CL000037,2025-11-30,7.58,0,0,0,0,No Accounting Transaction,,,,,,False
DH001655,PET001655,CL000116,2025-11-30,73.11,0,0,0,0,No Accounting Transaction,,,,,,False
DH001656,PET001656,CL000069,2025-11-30,60.31,0,0,0,0,No Accounting Transaction,,,,,,False
DH001657,PET001657,CL000193,2025-11-30,31.46,0,0,0,0,No Accounting Transaction,,,,,,False
DH001658,PET001658,CL000003,2025-11-30,51.14,0,0,0,0,No Accounting Transaction,,,,,,False
DH001659,PET001659,CL000038,2025-11-30,27.01,0,0,0,0,No Accounting Transaction,,,,,,False
DH001660,PET001660,CL000006,2025-11-30,73.24,0,0,0,0,No Accounting Transaction,,,,,,False
DH001661,PET001661,CL000062,2025-11-30,54.0,1,1,1,1,Confirmed Unique Match,RT000150,54.0,DH001,2025-12-26,Customer account correction,True
DH001662,PET001662,CL000011,2025-11-30,37.61,0,0,0,0,No Accounting Transaction,,,,,,False
DH001663,PET001663,CL000053,2025-11-30,46.23,0,0,0,0,No Accounting Transaction,,,,,,False
DH001664,PET001664,CL000090,2025-11-30,33.99,0,0,0,0,No Accounting Transaction,,,,,,False
DH001665,PET001665,CL000193,2025-11-30,71.52,0,0,0,0,No Accounting Transaction,,,,,,False
DH001666,PET001666,CL000125,2025-11-30,24.29,0,0,0,0,No Accounting Transaction,,,,,,False
DH001667,PET001667,CL000062,2025-11-30,17.28,0,0,0,0,No Accounting Transaction,,,,,,False
DH001668,PET001668,CL000066,2025-11-30,42.68,0,0,0,0,No Accounting Transaction,,,,,,False
DH001669,PET001669,CL000053,2025-11-30,44.89,0,0,0,0,No Accounting Transaction,,,,,,False
DH001670,PET001670,CL000001,2025-11-30,9.81,0,0,0,0,No Accounting Transaction,,,,,,False
DH001671,PET001671,CL000174,2025-11-30,14.65,0,0,0,0,No Accounting Transaction,,,,,,False
DH001672,PET001672,CL000127,2025-11-30,37.81,1,1,1,1,Confirmed Unique Match,RT000081,37.81,FIN002,2025-12-03,Customer account correction,True
DH001673,PET001673,CL000158,2025-11-30,40.61,0,0,0,0,No Accounting Transaction,,,,,,False
DH001674,PET001674,CL000192,2025-11-30,56.8,1,1,1,1,Confirmed Unique Match,RT000257,56.8,FIN001,2025-12-23,Missed cancellation refund,True
DH001675,PET001675,CL000194,2025-11-30,43.29,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH001676,PET001676,CL000130,2025-11-30,31.94,0,0,0,0,No Accounting Transaction,,,,,,False
DH001677,PET001677,CL000060,2025-11-30,80.26,1,1,1,1,Confirmed Unique Match,RT000093,80.26,FIN002,2025-12-08,Customer account correction,True
DH001678,PET001678,CL000102,2025-11-30,3.01,0,0,0,0,No Accounting Transaction,,,,,,False
DH001679,PET001679,CL000168,2025-11-30,28.48,1,1,1,1,Confirmed Unique Match,RT000484,28.48,FIN002,2025-12-20,Missed cancellation refund,True
DH001680,PET001680,CL000041,2025-11-30,49.91,0,0,0,0,No Accounting Transaction,,,,,,False
DH001681,PET001681,CL000037,2025-11-30,77.2,0,0,0,0,No Accounting Transaction,,,,,,False
DH001682,PET001682,CL000053,2025-11-30,24.93,0,0,0,0,No Accounting Transaction,,,,,,False
DH001683,PET001683,CL000108,2025-11-30,5.57,0,0,0,0,No Accounting Transaction,,,,,,False
DH001684,PET001684,CL000140,2025-11-30,37.78,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH001685,PET001685,CL000107,2025-11-30,53.51,0,0,0,0,No Accounting Transaction,,,,,,False
DH001686,PET001686,CL000035,2025-11-30,41.92,1,1,1,1,Confirmed Unique Match,RT000008,41.92,FIN001,2025-12-08,Refund due following policy review,True
DH001687,PET001687,CL000116,2025-11-30,13.75,1,0,1,0,Amount Mismatch,,,,,,False
DH001688,PET001688,CL000007,2025-11-30,62.7,0,0,0,0,No Accounting Transaction,,,,,,False
DH001689,PET001689,CL000018,2025-11-30,10.26,0,0,0,0,No Accounting Transaction,,,,,,False
DH001690,PET001690,CL000048,2025-11-30,13.72,0,0,0,0,No Accounting Transaction,,,,,,False
DH001691,PET001691,CL000187,2025-11-30,3.08,0,0,0,0,No Accounting Transaction,,,,,,False
DH001692,PET001692,CL000081,2025-11-30,9.27,1,1,1,1,Confirmed Unique Match,RT000066,9.27,DH002,2025-12-08,Premium collected after cancellation,True
DH001693,PET001693,CL000178,2025-11-30,31.61,0,0,0,0,No Accounting Transaction,,,,,,False
DH001694,PET001694,CL000111,2025-11-30,26.19,0,0,0,0,No Accounting Transaction,,,,,,False
DH001695,PET001695,CL000108,2025-11-30,4.9,0,0,0,0,No Accounting Transaction,,,,,,False
DH001696,PET001696,CL000143,2025-11-30,295.34,1,1,1,1,Confirmed Unique Match,RT000439,295.34,DH001,2025-12-14,Premium collected after cancellation,True
DH001697,PET001697,CL000136,2025-11-30,253.71,0,0,0,0,No Accounting Transaction,,,,,,False
DH001698,PET001698,CL000069,2025-11-30,20.82,0,0,0,0,No Accounting Transaction,,,,,,False
DH001699,PET001699,CL000183,2025-11-30,58.42,1,1,1,1,Confirmed Unique Match,RT000499,58.42,FIN002,2025-12-29,Premium collected after cancellation,True
DH001700,PET001700,CL000085,2025-11-30,2.48,0,0,0,0,No Accounting Transaction,,,,,,False
DH001701,PET001701,CL000029,2025-11-30,50.18,0,0,0,0,No Accounting Transaction,,,,,,False
DH001702,PET001702,CL000024,2025-11-30,40.12,0,0,0,0,No Accounting Transaction,,,,,,False
DH001703,PET001703,CL000148,2025-11-30,87.0,0,0,0,0,No Accounting Transaction,,,,,,False
DH001704,PET001704,CL000141,2025-11-30,50.0,0,0,0,0,No Accounting Transaction,,,,,,False
DH001705,PET001705,CL000063,2025-11-30,116.51,1,1,1,1,Confirmed Unique Match,RT000285,116.51,DH002,2025-12-15,Premium collected after cancellation,True
DH001706,PET001706,CL000080,2025-11-30,10.74,0,0,0,0,No Accounting Transaction,,,,,,False
DH001707,PET001707,CL000083,2025-11-30,32.99,0,0,0,0,No Accounting Transaction,,,,,,False
DH001708,PET001708,CL000015,2025-11-30,20.69,0,0,0,0,No Accounting Transaction,,,,,,False
DH001709,PET001709,CL000115,2025-11-30,40.68,0,0,0,0,No Accounting Transaction,,,,,,False
DH001710,PET001710,CL000084,2025-11-30,193.52,0,0,0,0,No Accounting Transaction,,,,,,False
DH001711,PET001711,CL000076,2025-11-30,6.39,0,0,0,0,No Accounting Transaction,,,,,,False
DH001712,PET001712,CL000162,2025-11-30,169.2,1,1,1,1,Confirmed Unique Match,RT000019,169.2,FIN002,2025-12-15,Missed cancellation refund,True
DH001713,PET001713,CL000014,2025-11-30,5.83,0,0,0,0,No Accounting Transaction,,,,,,False
DH001714,PET001714,CL000018,2025-11-30,15.01,0,0,0,0,No Accounting Transaction,,,,,,False
DH001715,PET001715,CL000198,2025-11-30,95.67,0,0,0,0,No Accounting Transaction,,,,,,False
DH001716,PET001716,CL000113,2025-11-30,18.76,0,0,0,0,No Accounting Transaction,,,,,,False
DH001717,PET001717,CL000191,2025-11-30,99.15,0,0,0,0,No Accounting Transaction,,,,,,False
DH001718,PET001718,CL000137,2025-11-30,47.61,1,1,1,1,Confirmed Unique Match,RT000137,47.61,FIN001,2025-12-08,Refund due following policy review,True
DH001719,PET001719,CL000101,2025-11-30,85.18,0,0,0,0,No Accounting Transaction,,,,,,False
DH001720,PET001720,CL000114,2025-11-30,70.44,0,0,0,0,No Accounting Transaction,,,,,,False
DH001721,PET001721,CL000093,2025-11-30,4.42,0,0,0,0,No Accounting Transaction,,,,,,False
DH001722,PET001722,CL000070,2025-11-30,65.39,0,0,0,0,No Accounting Transaction,,,,,,False
DH001723,PET001723,CL000065,2025-11-30,87.56,1,1,1,1,Confirmed Unique Match,RT000216,87.56,DH002,2025-12-24,Missed cancellation refund,True
DH001724,PET001724,CL000197,2025-11-30,6.87,0,0,0,0,No Accounting Transaction,,,,,,False
DH001725,PET001725,CL000058,2025-11-30,33.47,0,0,0,0,No Accounting Transaction,,,,,,False
DH001726,PET001726,CL000104,2025-11-30,40.97,0,0,0,0,No Accounting Transaction,,,,,,False
DH001727,PET001727,CL000022,2025-11-30,59.33,0,0,0,0,No Accounting Transaction,,,,,,False
DH001728,PET001728,CL000128,2025-11-30,7.28,1,1,1,1,Confirmed Unique Match,RT000152,7.28,DH002,2025-12-20,Refund due following policy review,True
DH001729,PET001729,CL000152,2025-11-30,95.62,0,0,0,0,No Accounting Transaction,,,,,,False
DH001730,PET001730,CL000128,2025-11-30,79.49,0,0,0,0,No Accounting Transaction,,,,,,False
DH001731,PET001731,CL000091,2025-11-30,80.85,0,0,0,0,No Accounting Transaction,,,,,,False
DH001732,PET001732,CL000085,2025-11-30,96.06,0,0,0,0,No Accounting Transaction,,,,,,False
DH001733,PET001733,CL000143,2025-11-30,44.69,1,1,1,1,Confirmed Unique Match,RT000290,44.69,DH002,2025-12-01,Refund due following policy review,True
DH001734,PET001734,CL000107,2025-11-30,0.76,0,0,0,0,No Accounting Transaction,,,,,,False
DH001735,PET001735,CL000195,2025-11-30,49.51,0,0,0,0,No Accounting Transaction,,,,,,False
DH001736,PET001736,CL000047,2025-12-31,77.36,0,0,0,0,No Accounting Transaction,,,,,,False
DH001737,PET001737,CL000076,2025-12-31,40.72,0,0,0,0,No Accounting Transaction,,,,,,False
DH001738,PET001738,CL000142,2025-12-31,28.24,0,0,0,0,No Accounting Transaction,,,,,,False
DH001739,PET001739,CL000094,2025-12-31,96.98,0,0,0,0,No Accounting Transaction,,,,,,False
DH001740,PET001740,CL000002,2025-12-31,10.4,1,1,1,1,Confirmed Unique Match,RT000331,10.4,FIN001,2026-01-08,Premium collected after cancellation,True
DH001741,PET001741,CL000178,2025-12-31,5.61,0,0,0,0,No Accounting Transaction,,,,,,False
DH001742,PET001742,CL000020,2025-12-31,65.83,1,1,1,1,Confirmed Unique Match,RT000113,65.83,FIN001,2026-01-24,Missed cancellation refund,True
DH001743,PET001743,CL000075,2025-12-31,41.77,0,0,0,0,No Accounting Transaction,,,,,,False
DH001744,PET001744,CL000195,2025-12-31,29.95,0,0,0,0,No Accounting Transaction,,,,,,False
DH001745,PET001745,CL000083,2025-12-31,95.72,0,0,0,0,No Accounting Transaction,,,,,,False
DH001746,PET001746,CL000130,2025-12-31,3.94,0,0,0,0,No Accounting Transaction,,,,,,False
DH001747,PET001747,CL000195,2025-12-31,99.54,0,0,0,0,No Accounting Transaction,,,,,,False
DH001748,PET001748,CL000129,2025-12-31,24.47,0,0,0,0,No Accounting Transaction,,,,,,False
DH001749,PET001749,CL000059,2025-12-31,41.05,0,0,0,0,No Accounting Transaction,,,,,,False
DH001750,PET001750,CL000145,2025-12-31,20.39,1,1,1,1,Confirmed Unique Match,RT000337,20.39,FIN002,2026-01-25,Refund due following policy review,True
DH001751,PET001751,CL000012,2025-12-31,27.15,0,0,0,0,No Accounting Transaction,,,,,,False
DH001752,PET001752,CL000187,2025-12-31,46.83,1,1,1,1,Confirmed Unique Match,RT000191,46.83,FIN001,2026-01-30,Premium collected after cancellation,True
DH001753,PET001753,CL000014,2025-12-31,36.88,1,0,1,0,Amount Mismatch,,,,,,False
DH001754,PET001754,CL000095,2025-12-31,62.99,1,1,1,1,Confirmed Unique Match,RT000402,62.99,FIN002,2026-01-02,Missed cancellation refund,True
DH001755,PET001755,CL000116,2025-12-31,20.3,0,0,0,0,No Accounting Transaction,,,,,,False
DH001756,PET001756,CL000087,2025-12-31,16.36,0,0,0,0,No Accounting Transaction,,,,,,False
DH001757,PET001757,CL000054,2025-12-31,87.48,0,0,0,0,No Accounting Transaction,,,,,,False
DH001758,PET001758,CL000119,2025-12-31,82.57,1,1,1,1,Confirmed Unique Match,RT000104,82.57,DH001,2026-01-05,Missed cancellation refund,True
DH001759,PET001759,CL000074,2025-12-31,32.1,0,0,0,0,No Accounting Transaction,,,,,,False
DH001760,PET001760,CL000150,2025-12-31,58.97,0,0,0,0,No Accounting Transaction,,,,,,False
DH001761,PET001761,CL000020,2025-12-31,5.69,1,1,0,0,Refund Not After Snapshot,,,,,,False
DH001762,PET001762,CL000115,2025-12-31,51.98,0,0,0,0,No Accounting Transaction,,,,,,False
DH001763,PET001763,CL000148,2025-12-31,14.53,0,0,0,0,No Accounting Transaction,,,,,,False
DH001764,PET001764,CL000009,2025-12-31,87.81,0,0,0,0,No Accounting Transaction,,,,,,False
DH001765,PET001765,CL000041,2025-12-31,198.66,1,0,1,0,Amount Mismatch,,,,,,False
DH001766,PET001766,CL000016,2025-12-31,4.59,1,1,1,1,Confirmed Unique Match,RT000405,4.59,DH002,2026-01-14,Missed cancellation refund,True
DH001767,PET001767,CL000151,2025-12-31,34.94,0,0,0,0,No Accounting Transaction,,,,,,False
DH001768,PET001768,CL000094,2025-12-31,92.33,0,0,0,0,No Accounting Transaction,,,,,,False
DH001769,PET001769,CL000048,2025-12-31,95.21,0,0,0,0,No Accounting Transaction,,,,,,False
DH001770,PET001770,CL000041,2025-12-31,17.71,0,0,0,0,No Accounting Transaction,,,,,,False
DH001771,PET001771,CL000016,2025-12-31,8.9,0,0,0,0,No Accounting Transaction,,,,,,False
DH001772,PET001772,CL000178,2025-12-31,81.19,0,0,0,0,No Accounting Transaction,,,,,,False
DH001773,PET001773,CL000138,2025-12-31,5.86,0,0,0,0,No Accounting Transaction,,,,,,False
DH001774,PET001774,CL000149,2025-12-31,7.91,0,0,0,0,No Accounting Transaction,,,,,,False
DH001775,PET001775,CL000051,2025-12-31,4.87,0,0,0,0,No Accounting Transaction,,,,,,False
DH001776,PET001776,CL000115,2025-12-31,49.44,0,0,0,0,No Accounting Transaction,,,,,,False
DH001777,PET001777,CL000071,2025-12-31,16.05,0,0,0,0,No Accounting Transaction,,,,,,False
DH001778,PET001778,CL000031,2025-12-31,40.66,0,0,0,0,No Accounting Transaction,,,,,,False
DH001779,PET001779,CL000091,2025-12-31,93.0,0,0,0,0,No Accounting Transaction,,,,,,False
DH001780,PET001780,CL000114,2025-12-31,33.66,1,1,1,1,Confirmed Unique Match,RT000038,33.66,FIN002,2026-01-04,Missed cancellation refund,True
DH001781,PET001781,CL000140,2025-12-31,42.75,0,0,0,0,No Accounting Transaction,,,,,,False
DH001782,PET001782,CL000139,2025-12-31,11.67,0,0,0,0,No Accounting Transaction,,,,,,False
DH001783,PET001783,CL000025,2025-12-31,34.7,0,0,0,0,No Accounting Transaction,,,,,,False
DH001784,PET001784,CL000129,2025-12-31,67.97,0,0,0,0,No Accounting Transaction,,,,,,False
DH001785,PET001785,CL000045,2025-12-31,5.33,1,0,1,0,Amount Mismatch,,,,,,False
DH001786,PET001786,CL000021,2025-12-31,69.6,0,0,0,0,No Accounting Transaction,,,,,,False
DH001787,PET001787,CL000163,2025-12-31,40.28,0,0,0,0,No Accounting Transaction,,,,,,False
DH001788,PET001788,CL000044,2025-12-31,62.29,1,1,1,1,Confirmed Unique Match,RT000133,62.29,DH001,2026-01-14,Customer account correction,True
DH001789,PET001789,CL000178,2025-12-31,15.38,0,0,0,0,No Accounting Transaction,,,,,,False
DH001790,PET001790,CL000073,2025-12-31,50.95,1,1,1,1,Confirmed Unique Match,RT000287,50.95,DH001,2026-01-01,Customer account correction,True
DH001791,PET001791,CL000119,2025-12-31,9.52,0,0,0,0,No Accounting Transaction,,,,,,False
DH001792,PET001792,CL000103,2025-12-31,14.44,1,0,1,0,Amount Mismatch,,,,,,False
