Refund Transaction ID,Policy Number,Client Number,Refund Amount,Refund Processed By,Refund Processed Date,Refund Reason
RT000699,PET001158,CL000184,8.04,DH002,2025-09-17,Duplicate refund record for review
RT000700,PET000588,CL000122,34.02,DH002,2025-05-13,Duplicate refund record for review
RT000701,PET002789,CL000165,9.61,FIN002,2026-07-22,Potential duplicate transaction
RT000702,PET000725,CL000009,4.27,FIN001,2025-06-27,Duplicate refund record for review
RT000703,PET000185,CL000186,74.53,DH001,2025-03-01,Duplicate refund record for review
RT000704,PET001803,CL000163,13.76,FIN001,2026-01-19,Repeated accounting entry
RT000705,PET001357,CL000002,15.2,FIN001,2025-10-11,Repeated accounting entry
RT000706,PET002195,CL000023,7.67,FIN001,2026-03-14,Repeated accounting entry
RT000707,PET002475,CL000061,234.45,FIN001,2026-05-06,Potential duplicate transaction
RT000708,PET002120,CL000017,3.65,FIN002,2026-03-29,Potential duplicate transaction
RT000709,PET001506,CL000134,20.24,DH002,2025-11-26,Duplicate refund record for review
RT000710,PET002461,CL000109,78.14,DH002,2026-05-26,Potential duplicate transaction
RT000711,PET002144,CL000154,12.59,DH001,2026-03-10,Repeated accounting entry
RT000712,PET001565,CL000151,98.75,FIN001,2025-11-10,Duplicate refund record for review
RT000713,PET002498,CL000086,53.21,DH002,2026-05-26,Potential duplicate transaction
RT000714,PET000219,CL000137,31.56,DH002,2025-03-17,Duplicate refund record for review
RT000715,PET002677,CL000058,52.87,FIN001,2026-06-22,Repeated accounting entry
RT000716,PET000694,CL000130,71.68,DH002,2025-06-15,Potential duplicate transaction
RT000717,PET002066,CL000042,267.93,DH002,2026-02-14,Duplicate refund record for review
RT000718,PET000557,CL000074,62.83,DH002,2025-05-19,Duplicate refund record for review
RT000719,PET001952,CL000054,89.09,DH002,2026-02-25,Repeated accounting entry
RT000720,PET002277,CL000055,37.46,DH001,2026-03-11,Potential duplicate transaction
RT000721,OTHER000001,EXT000001,199.2,DH002,2025-06-09,Unrelated policy refund
RT000722,OTHER000002,EXT000002,34.0,DH001,2026-06-18,Account correction
RT000723,OTHER000003,EXT000003,249.84,DH001,2026-06-11,Unrelated policy refund
RT000724,OTHER000004,EXT000004,53.32,DH001,2025-07-29,Account correction
RT000725,OTHER000005,EXT000005,127.34,FIN001,2026-03-19,Account correction
RT000726,OTHER000006,EXT000006,165.88,FIN002,2025-08-07,Unrelated policy refund
RT000727,OTHER000007,EXT000007,150.48,FIN002,2026-03-14,Premium adjustment
RT000728,OTHER000008,EXT000008,206.01,FIN001,2025-11-18,Historic cancellation refund
RT000729,OTHER000009,EXT000009,195.98,FIN002,2025-09-16,Historic cancellation refund
RT000730,OTHER000010,EXT000010,297.62,DH001,2025-03-12,Account correction
RT000731,OTHER000011,EXT000011,299.83,FIN002,2025-12-27,Historic cancellation refund
RT000732,OTHER000012,EXT000012,155.18,FIN002,2025-06-26,Historic cancellation refund
RT000733,OTHER000013,EXT000013,29.01,DH001,2025-04-30,Historic cancellation refund
RT000734,OTHER000014,EXT000014,218.49,DH002,2025-04-17,Account correction
RT000735,OTHER000015,EXT000015,293.01,FIN002,2026-06-25,Historic cancellation refund
RT000736,OTHER000016,EXT000016,95.84,DH002,2025-02-26,Premium adjustment
RT000737,OTHER000017,EXT000017,138.63,FIN002,2026-03-16,Unrelated policy refund
RT000738,OTHER000018,EXT000018,127.72,FIN002,2026-04-22,Account correction
RT000739,OTHER000019,EXT000019,15.9,DH002,2025-01-18,Premium adjustment
RT000740,OTHER000020,EXT000020,201.84,DH001,2025-11-21,Unrelated policy refund
RT000741,OTHER000021,EXT000021,106.32,DH002,2025-11-14,Account correction
RT000742,OTHER000022,EXT000022,236.35,DH001,2025-07-17,Historic cancellation refund
RT000743,OTHER000023,EXT000023,249.72,DH002,2026-01-02,Unrelated policy refund
RT000744,OTHER000024,EXT000024,246.46,FIN001,2025-08-13,Account correction
RT000745,OTHER000025,EXT000025,125.29,DH002,2025-08-30,Unrelated policy refund
RT000746,OTHER000026,EXT000026,96.8,DH001,2025-08-26,Premium adjustment
RT000747,OTHER000027,EXT000027,224.77,DH002,2026-03-17,Unrelated policy refund
RT000748,OTHER000028,EXT000028,240.52,FIN001,2025-12-15,Historic cancellation refund
RT000749,OTHER000029,EXT000029,147.63,DH001,2025-07-28,Unrelated policy refund
RT000750,OTHER000030,EXT000030,267.96,DH001,2026-05-25,Historic cancellation refund
RT000751,OTHER000031,EXT000031,43.6,FIN002,2026-03-18,Historic cancellation refund
RT000752,OTHER000032,EXT000032,263.78,DH001,2026-05-29,Historic cancellation refund
RT000753,OTHER000033,EXT000033,29.28,DH002,2026-02-06,Historic cancellation refund
RT000754,OTHER000034,EXT000034,46.48,DH001,2025-08-04,Unrelated policy refund
RT000755,OTHER000035,EXT000035,160.39,DH001,2026-03-02,Historic cancellation refund
RT000756,OTHER000036,EXT000036,20.72,DH002,2025-07-01,Premium adjustment
RT000757,OTHER000037,EXT000037,16.32,FIN001,2025-05-30,Historic cancellation refund
RT000758,OTHER000038,EXT000038,0.66,DH001,2025-09-06,Historic cancellation refund
RT000759,OTHER000039,EXT000039,131.18,DH001,2026-06-18,Premium adjustment
RT000760,OTHER000040,EXT000040,232.5,DH001,2025-11-09,Account correction
RT000761,OTHER000041,EXT000041,10.93,FIN001,2025-07-31,Unrelated policy refund
RT000762,OTHER000042,EXT000042,195.85,FIN002,2025-09-11,Unrelated policy refund
RT000763,OTHER000043,EXT000043,247.03,DH001,2025-06-10,Account correction
RT000764,OTHER000044,EXT000044,50.82,DH002,2025-12-29,Historic cancellation refund
RT000765,OTHER000045,EXT000045,44.49,DH002,2025-07-12,Premium adjustment
RT000766,OTHER000046,EXT000046,258.31,DH002,2025-11-01,Account correction
RT000767,OTHER000047,EXT000047,247.03,DH001,2025-07-23,Unrelated policy refund
RT000768,OTHER000048,EXT000048,161.91,DH001,2025-06-26,Premium adjustment
RT000769,OTHER000049,EXT000049,245.85,FIN001,2026-06-18,Premium adjustment
RT000770,OTHER000050,EXT000050,28.28,DH002,2025-07-10,Historic cancellation refund
RT000771,OTHER000051,EXT000051,118.65,DH002,2025-02-08,Premium adjustment
RT000772,OTHER000052,EXT000052,221.47,DH002,2025-07-28,Premium adjustment
RT000773,OTHER000053,EXT000053,77.61,FIN002,2025-10-20,Historic cancellation refund
RT000774,OTHER000054,EXT000054,225.82,FIN001,2025-02-22,Account correction
RT000775,OTHER000055,EXT000055,151.5,DH002,2025-06-18,Historic cancellation refund
RT000776,OTHER000056,EXT000056,225.2,DH001,2025-04-02,Account correction
RT000777,OTHER000057,EXT000057,139.67,FIN002,2025-10-03,Unrelated policy refund
RT000778,OTHER000058,EXT000058,110.69,FIN002,2026-02-02,Account correction
RT000779,OTHER000059,EXT000059,66.15,DH001,2026-06-17,Unrelated policy refund
RT000780,OTHER000060,EXT000060,62.91,FIN002,2025-08-03,Unrelated policy refund
RT000781,OTHER000061,EXT000061,225.57,FIN001,2026-04-20,Historic cancellation refund
RT000782,OTHER000062,EXT000062,36.11,DH001,2025-04-28,Historic cancellation refund
RT000783,OTHER000063,EXT000063,26.25,FIN002,2026-03-06,Unrelated policy refund
RT000784,OTHER000064,EXT000064,53.3,DH001,2025-11-06,Historic cancellation refund
RT000785,OTHER000065,EXT000065,53.02,DH001,2026-02-21,Unrelated policy refund
RT000786,OTHER000066,EXT000066,247.02,DH001,2026-02-20,Account correction
RT000787,OTHER000067,EXT000067,119.85,DH002,2025-10-20,Premium adjustment
RT000788,OTHER000068,EXT000068,297.12,FIN001,2025-05-22,Account correction
RT000789,OTHER000069,EXT000069,41.59,DH002,2025-10-17,Premium adjustment
RT000790,OTHER000070,EXT000070,196.24,DH001,2026-03-31,Historic cancellation refund
RT000791,OTHER000071,EXT000071,134.89,DH001,2026-06-18,Unrelated policy refund
RT000792,OTHER000072,EXT000072,118.18,FIN002,2026-05-26,Unrelated policy refund
RT000793,OTHER000073,EXT000073,262.59,FIN002,2025-04-10,Historic cancellation refund
RT000794,OTHER000074,EXT000074,292.69,FIN002,2025-11-25,Premium adjustment
RT000795,OTHER000075,EXT000075,261.92,DH001,2025-02-27,Premium adjustment
RT000796,OTHER000076,EXT000076,58.09,FIN002,2026-01-03,Account correction
RT000797,OTHER000077,EXT000077,66.63,FIN001,2026-06-30,Account correction
RT000798,OTHER000078,EXT000078,196.99,FIN001,2025-01-29,Premium adjustment
RT000799,OTHER000079,EXT000079,87.08,DH001,2025-12-28,Premium adjustment
RT000800,OTHER000080,EXT000080,220.55,FIN002,2026-06-05,Unrelated policy refund
RT000801,OTHER000081,EXT000081,170.14,DH002,2026-04-11,Premium adjustment
RT000802,OTHER000082,EXT000082,165.5,DH001,2025-08-04,Premium adjustment
RT000803,OTHER000083,EXT000083,248.65,DH001,2025-02-27,Unrelated policy refund
RT000804,OTHER000084,EXT000084,213.3,DH002,2026-05-24,Account correction
RT000805,OTHER000085,EXT000085,8.46,DH001,2026-05-22,Historic cancellation refund
RT000806,OTHER000086,EXT000086,15.31,DH002,2025-11-15,Premium adjustment
RT000807,OTHER000087,EXT000087,180.67,DH002,2026-06-23,Unrelated policy refund
RT000808,OTHER000088,EXT000088,146.11,FIN002,2025-01-03,Unrelated policy refund
RT000809,OTHER000089,EXT000089,78.43,DH001,2025-12-06,Premium adjustment
RT000810,OTHER000090,EXT000090,125.89,FIN001,2025-01-22,Account correction
RT000811,OTHER000091,EXT000091,227.49,FIN002,2026-05-30,Historic cancellation refund
RT000812,OTHER000092,EXT000092,248.07,FIN002,2026-01-10,Premium adjustment
RT000813,OTHER000093,EXT000093,168.59,FIN002,2026-05-18,Historic cancellation refund
RT000814,OTHER000094,EXT000094,115.92,DH001,2025-11-06,Unrelated policy refund
RT000815,OTHER000095,EXT000095,81.57,FIN002,2025-02-15,Account correction
RT000816,OTHER000096,EXT000096,156.81,FIN002,2025-01-15,Unrelated policy refund
RT000817,OTHER000097,EXT000097,94.77,DH002,2025-07-04,Premium adjustment
RT000818,OTHER000098,EXT000098,169.45,DH002,2026-02-13,Unrelated policy refund
RT000819,OTHER000099,EXT000099,203.16,FIN001,2025-03-25,Account correction
RT000820,OTHER000100,EXT000100,20.29,DH002,2026-04-14,Account correction
