Case ID,Policy Number,Client Number,Outstanding Amount,Cancellation Status,Date Added,Reporting Date,Case Status,Completion Date,Completed By,Final Outcome,Case Age Days
DH001558,PET001558,CL000137,28.16,Void,2025-11-15,2026-01-09,Completed,2026-01-08,DH001,Refund Already Processed,54
DH001559,PET001559,CL000048,6.69,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,55
DH001560,PET001560,CL000054,236.99,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-05,DH002,Refund Processed,51
DH001561,PET001561,CL000132,89.28,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,55
DH001562,PET001562,CL000125,63.62,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-07,DH002,Refund Processed,53
DH001563,PET001563,CL000079,36.62,Void,2025-11-15,2026-01-09,Completed,2026-01-07,DH002,Refund Already Processed,53
DH001564,PET001564,CL000099,71.34,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,54
DH001565,PET001565,CL000151,98.75,Void,2025-11-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,54
DH001566,PET001566,CL000098,18.24,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,53
DH001567,PET001567,CL000053,19.4,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-09,DH001,No Refund Due,55
DH001568,PET001568,CL000064,23.22,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,51
DH001569,PET001569,CL000032,47.12,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,53
DH001570,PET001570,CL000068,7.71,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,51
DH001571,PET001571,CL000186,297.67,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-07,DH002,Refund Processed,53
DH001572,PET001572,CL000115,7.07,Void,2025-11-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,51
DH001573,PET001573,CL000106,28.91,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,53
DH001574,PET001574,CL000017,6.3,Void,2025-11-15,2026-01-09,Completed,2026-01-08,DH002,Refund Processed,54
DH001575,PET001575,CL000101,76.44,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-05,DH002,Refund Processed,51
DH001576,PET001576,CL000111,115.79,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-06,DH001,No Refund Due,52
DH001577,PET001577,CL000102,13.39,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,54
DH001578,PET001578,CL000035,2.86,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,53
DH001579,PET001579,CL000178,82.91,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,54
DH001580,PET001580,CL000182,78.46,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,51
DH001581,PET001581,CL000120,49.74,Void,2025-11-15,2026-01-09,Completed,2026-01-06,DH002,Refund Processed,52
DH001582,PET001582,CL000072,23.54,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,54
DH001583,PET001583,CL000005,4.31,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-09,DH002,Refund Processed,55
DH001584,PET001584,CL000178,9.06,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,51
DH001585,PET001585,CL000081,39.94,Void,2025-11-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,52
DH001586,PET001586,CL000125,11.17,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,55
DH001587,PET001587,CL000198,4.82,Void,2025-11-15,2026-01-09,Completed,2026-01-09,DH002,Refund Already Processed,55
DH001588,PET001588,CL000067,77.33,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-06,DH002,Refund Processed,52
DH001589,PET001589,CL000047,110.02,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-06,DH002,Refund Processed,52
DH001590,PET001590,CL000017,22.67,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,52
DH001591,PET001591,CL000038,197.1,Cancelled,2025-11-15,2026-01-09,Awaiting Senior Review,,,,55
DH001592,PET001592,CL000031,48.64,Void,2025-11-15,2026-01-09,Completed,2026-01-06,DH001,No Refund Due,52
DH001593,PET001593,CL000019,11.99,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,55
DH001594,PET001594,CL000065,58.92,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,51
DH001595,PET001595,CL000057,17.28,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,52
DH001596,PET001596,CL000098,59.63,Void,2025-11-15,2026-01-09,Completed,2026-01-09,DH001,No Refund Due,55
DH001597,PET001597,CL000005,43.63,Void,2025-11-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,54
DH001598,PET001598,CL000197,23.98,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,53
DH001599,PET001599,CL000054,45.11,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,53
DH001600,PET001600,CL000146,26.74,Void,2025-11-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,51
DH001601,PET001601,CL000041,21.44,Cancelled,2025-11-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,54
DH001602,PET001602,CL000112,36.74,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001603,PET001603,CL000086,81.18,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH002,No Refund Due,22
DH001604,PET001604,CL000012,31.38,Void,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001605,PET001605,CL000045,68.61,Void,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001606,PET001606,CL000077,55.21,Void,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001607,PET001607,CL000011,58.89,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH002,Refund Processed,25
DH001608,PET001608,CL000199,69.39,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,No Refund Due,22
DH001609,PET001609,CL000029,85.75,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001610,PET001610,CL000029,29.43,Void,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001611,PET001611,CL000157,34.52,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-08,DH002,Refund Processed,24
DH001612,PET001612,CL000111,10.85,Void,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,24
DH001613,PET001613,CL000102,13.86,Void,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,24
DH001614,PET001614,CL000091,16.48,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH002,Refund Processed,25
DH001615,PET001615,CL000112,271.56,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Already Processed,24
DH001616,PET001616,CL000105,116.67,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,No Refund Due,23
DH001617,PET001617,CL000028,1.21,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Already Processed,23
DH001618,PET001618,CL000188,169.87,Void,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001619,PET001619,CL000124,13.81,Void,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001620,PET001620,CL000069,13.01,Void,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001621,PET001621,CL000149,82.17,Void,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001622,PET001622,CL000095,91.1,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001623,PET001623,CL000042,18.95,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-05,DH002,Refund Processed,21
DH001624,PET001624,CL000114,29.01,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001625,PET001625,CL000142,72.87,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001626,PET001626,CL000131,34.33,Void,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001627,PET001627,CL000188,42.34,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001628,PET001628,CL000101,66.34,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,24
DH001629,PET001629,CL000016,5.67,Void,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001630,PET001630,CL000011,22.21,Void,2025-12-15,2026-01-09,Completed,2026-01-09,DH002,Refund Processed,25
DH001631,PET001631,CL000061,9.29,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001632,PET001632,CL000200,35.81,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001633,PET001633,CL000139,94.86,Void,2025-12-15,2026-01-09,Completed,2026-01-08,DH002,Refund Processed,24
DH001634,PET001634,CL000042,35.71,Void,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,No Refund Due,23
DH001635,PET001635,CL000078,150.42,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001636,PET001636,CL000096,47.6,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001637,PET001637,CL000109,59.22,Void,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001638,PET001638,CL000067,29.22,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001639,PET001639,CL000060,22.51,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH002,Refund Processed,22
DH001640,PET001640,CL000190,15.12,Void,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001641,PET001641,CL000041,20.84,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001642,PET001642,CL000047,22.22,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001643,PET001643,CL000115,3.69,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001644,PET001644,CL000055,15.65,Void,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001645,PET001645,CL000147,20.41,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001646,PET001646,CL000108,7.98,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001647,PET001647,CL000143,8.05,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001648,PET001648,CL000105,36.44,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001649,PET001649,CL000075,25.27,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,24
DH001650,PET001650,CL000102,6.24,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,24
DH001651,PET001651,CL000013,32.17,Void,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001652,PET001652,CL000074,21.8,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,No Refund Due,22
DH001653,PET001653,CL000199,66.44,Void,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,24
DH001654,PET001654,CL000037,7.58,Void,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001655,PET001655,CL000116,73.11,Void,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,24
DH001656,PET001656,CL000069,60.31,Void,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001657,PET001657,CL000193,31.46,Void,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001658,PET001658,CL000003,51.14,Void,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001659,PET001659,CL000038,27.01,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001660,PET001660,CL000006,73.24,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001661,PET001661,CL000062,54.0,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001662,PET001662,CL000011,37.61,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,24
DH001663,PET001663,CL000053,46.23,Void,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,24
DH001664,PET001664,CL000090,33.99,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001665,PET001665,CL000193,71.52,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-07,DH002,Refund Processed,23
DH001666,PET001666,CL000125,24.29,Void,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001667,PET001667,CL000062,17.28,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001668,PET001668,CL000066,42.68,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001669,PET001669,CL000053,44.89,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001670,PET001670,CL000001,9.81,Void,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001671,PET001671,CL000174,14.65,Void,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001672,PET001672,CL000127,37.81,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Already Processed,25
DH001673,PET001673,CL000158,40.61,Void,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001674,PET001674,CL000192,56.8,Void,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,No Refund Due,23
DH001675,PET001675,CL000194,43.29,Void,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,No Refund Due,25
DH001676,PET001676,CL000130,31.94,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001677,PET001677,CL000060,80.26,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,24
DH001678,PET001678,CL000102,3.01,Void,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001679,PET001679,CL000168,28.48,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,24
DH001680,PET001680,CL000041,49.91,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Already Processed,22
DH001681,PET001681,CL000037,77.2,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001682,PET001682,CL000053,24.93,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001683,PET001683,CL000108,5.57,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001684,PET001684,CL000140,37.78,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,No Refund Due,23
DH001685,PET001685,CL000107,53.51,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH002,Refund Processed,25
DH001686,PET001686,CL000035,41.92,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001687,PET001687,CL000116,13.75,Void,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001688,PET001688,CL000007,62.7,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001689,PET001689,CL000018,10.26,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Already Processed,24
DH001690,PET001690,CL000048,13.72,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,No Refund Due,22
DH001691,PET001691,CL000187,3.08,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001692,PET001692,CL000081,9.27,Void,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001693,PET001693,CL000178,31.61,Void,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001694,PET001694,CL000111,26.19,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001695,PET001695,CL000108,4.9,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001696,PET001696,CL000143,295.34,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001697,PET001697,CL000136,253.71,Void,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001698,PET001698,CL000069,20.82,Void,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,24
DH001699,PET001699,CL000183,58.42,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001700,PET001700,CL000085,2.48,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH002,Refund Processed,25
DH001701,PET001701,CL000029,50.18,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001702,PET001702,CL000024,40.12,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001703,PET001703,CL000148,87.0,Void,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001704,PET001704,CL000141,50.0,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001705,PET001705,CL000063,116.51,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-08,DH001,Refund Processed,24
DH001706,PET001706,CL000080,10.74,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Processed,21
DH001707,PET001707,CL000083,32.99,Void,2025-12-15,2026-01-09,Completed,2026-01-05,DH002,Refund Processed,21
DH001708,PET001708,CL000015,20.69,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001709,PET001709,CL000115,40.68,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH002,Refund Processed,22
DH001710,PET001710,CL000084,193.52,Void,2025-12-15,2026-01-09,Completed,2026-01-09,DH001,Refund Processed,25
DH001711,PET001711,CL000076,6.39,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-05,DH002,Refund Processed,21
DH001712,PET001712,CL000162,169.2,Cancelled,2025-12-15,2026-01-09,Completed,2026-01-06,DH001,Refund Processed,22
DH001713,PET001713,CL000014,5.83,Void,2025-12-15,2026-01-09,Completed,2026-01-07,DH001,Refund Processed,23
DH001714,PET001714,CL000018,15.01,Void,2025-12-15,2026-01-09,Completed,2026-01-05,DH001,Refund Already Processed,21
DH001715,PET001715,CL000198,95.67,Void,2025-12-15,2026-01-09,Open,,,,25
DH001716,PET001716,CL000113,18.76,Cancelled,2025-12-15,2026-01-09,Open,,,,25
DH001717,PET001717,CL000191,99.15,Cancelled,2025-12-15,2026-01-09,Open,,,,25
DH001718,PET001718,CL000137,47.61,Cancelled,2025-12-15,2026-01-09,Open,,,,25
DH001719,PET001719,CL000101,85.18,Void,2025-12-15,2026-01-09,Open,,,,25
DH001720,PET001720,CL000114,70.44,Void,2025-12-15,2026-01-09,Open,,,,25
DH001721,PET001721,CL000093,4.42,Void,2025-12-15,2026-01-09,Open,,,,25
DH001722,PET001722,CL000070,65.39,Void,2025-12-15,2026-01-09,Open,,,,25
DH001723,PET001723,CL000065,87.56,Cancelled,2025-12-15,2026-01-09,Open,,,,25
DH001724,PET001724,CL000197,6.87,Cancelled,2025-12-15,2026-01-09,Open,,,,25
DH001725,PET001725,CL000058,33.47,Cancelled,2025-12-15,2026-01-09,Open,,,,25
DH001726,PET001726,CL000104,40.97,Void,2025-12-15,2026-01-09,Open,,,,25
DH001727,PET001727,CL000022,59.33,Void,2025-12-15,2026-01-09,Open,,,,25
DH001728,PET001728,CL000128,7.28,Cancelled,2025-12-15,2026-01-09,Open,,,,25
DH001729,PET001729,CL000152,95.62,Void,2025-12-15,2026-01-09,Open,,,,25
DH001730,PET001730,CL000128,79.49,Void,2025-12-15,2026-01-09,Open,,,,25
DH001731,PET001731,CL000091,80.85,Cancelled,2025-12-15,2026-01-09,Open,,,,25
DH001732,PET001732,CL000085,96.06,Cancelled,2025-12-15,2026-01-09,Open,,,,25
DH001733,PET001733,CL000143,44.69,Cancelled,2025-12-15,2026-01-09,Open,,,,25
DH001734,PET001734,CL000107,0.76,Void,2025-12-15,2026-01-09,Open,,,,25
DH001735,PET001735,CL000195,49.51,Cancelled,2025-12-15,2026-01-09,Open,,,,25
DH001591,PET001591,CL000038,197.1,Cancelled,2025-11-15,2026-01-16,Completed,2026-01-12,DH001,Refund Processed,58
DH001715,PET001715,CL000198,95.67,Void,2025-12-15,2026-01-16,Open,,,,32
DH001716,PET001716,CL000113,18.76,Cancelled,2025-12-15,2026-01-16,Open,,,,32
DH001717,PET001717,CL000191,99.15,Cancelled,2025-12-15,2026-01-16,Open,,,,32
DH001718,PET001718,CL000137,47.61,Cancelled,2025-12-15,2026-01-16,Open,,,,32
DH001719,PET001719,CL000101,85.18,Void,2025-12-15,2026-01-16,Open,,,,32
DH001720,PET001720,CL000114,70.44,Void,2025-12-15,2026-01-16,Open,,,,32
DH001721,PET001721,CL000093,4.42,Void,2025-12-15,2026-01-16,Open,,,,32
DH001722,PET001722,CL000070,65.39,Void,2025-12-15,2026-01-16,Open,,,,32
DH001723,PET001723,CL000065,87.56,Cancelled,2025-12-15,2026-01-16,Open,,,,32
DH001724,PET001724,CL000197,6.87,Cancelled,2025-12-15,2026-01-16,Open,,,,32
DH001725,PET001725,CL000058,33.47,Cancelled,2025-12-15,2026-01-16,Open,,,,32
DH001726,PET001726,CL000104,40.97,Void,2025-12-15,2026-01-16,Open,,,,32
DH001727,PET001727,CL000022,59.33,Void,2025-12-15,2026-01-16,Open,,,,32
DH001728,PET001728,CL000128,7.28,Cancelled,2025-12-15,2026-01-16,Open,,,,32
DH001729,PET001729,CL000152,95.62,Void,2025-12-15,2026-01-16,Open,,,,32
DH001730,PET001730,CL000128,79.49,Void,2025-12-15,2026-01-16,Open,,,,32
DH001731,PET001731,CL000091,80.85,Cancelled,2025-12-15,2026-01-16,Open,,,,32
DH001732,PET001732,CL000085,96.06,Cancelled,2025-12-15,2026-01-16,Open,,,,32
DH001733,PET001733,CL000143,44.69,Cancelled,2025-12-15,2026-01-16,Open,,,,32
DH001734,PET001734,CL000107,0.76,Void,2025-12-15,2026-01-16,Open,,,,32
DH001735,PET001735,CL000195,49.51,Cancelled,2025-12-15,2026-01-16,Open,,,,32
DH001736,PET001736,CL000047,77.36,Void,2026-01-15,2026-01-16,Open,,,,1
DH001737,PET001737,CL000076,40.72,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001738,PET001738,CL000142,28.24,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001739,PET001739,CL000094,96.98,Void,2026-01-15,2026-01-16,Open,,,,1
DH001740,PET001740,CL000002,10.4,Void,2026-01-15,2026-01-16,Open,,,,1
DH001741,PET001741,CL000178,5.61,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001742,PET001742,CL000020,65.83,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001743,PET001743,CL000075,41.77,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001744,PET001744,CL000195,29.95,Void,2026-01-15,2026-01-16,Open,,,,1
DH001745,PET001745,CL000083,95.72,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001746,PET001746,CL000130,3.94,Void,2026-01-15,2026-01-16,Open,,,,1
DH001747,PET001747,CL000195,99.54,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001748,PET001748,CL000129,24.47,Void,2026-01-15,2026-01-16,Open,,,,1
DH001749,PET001749,CL000059,41.05,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001750,PET001750,CL000145,20.39,Void,2026-01-15,2026-01-16,Open,,,,1
DH001751,PET001751,CL000012,27.15,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001752,PET001752,CL000187,46.83,Void,2026-01-15,2026-01-16,Open,,,,1
DH001753,PET001753,CL000014,36.88,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001754,PET001754,CL000095,62.99,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001755,PET001755,CL000116,20.3,Void,2026-01-15,2026-01-16,Open,,,,1
DH001756,PET001756,CL000087,16.36,Void,2026-01-15,2026-01-16,Open,,,,1
DH001757,PET001757,CL000054,87.48,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001758,PET001758,CL000119,82.57,Void,2026-01-15,2026-01-16,Open,,,,1
DH001759,PET001759,CL000074,32.1,Void,2026-01-15,2026-01-16,Open,,,,1
DH001760,PET001760,CL000150,58.97,Void,2026-01-15,2026-01-16,Open,,,,1
DH001761,PET001761,CL000020,5.69,Void,2026-01-15,2026-01-16,Open,,,,1
DH001762,PET001762,CL000115,51.98,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001763,PET001763,CL000148,14.53,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001764,PET001764,CL000009,87.81,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001765,PET001765,CL000041,198.66,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001766,PET001766,CL000016,4.59,Void,2026-01-15,2026-01-16,Open,,,,1
DH001767,PET001767,CL000151,34.94,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001768,PET001768,CL000094,92.33,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001769,PET001769,CL000048,95.21,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001770,PET001770,CL000041,17.71,Void,2026-01-15,2026-01-16,Open,,,,1
DH001771,PET001771,CL000016,8.9,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001772,PET001772,CL000178,81.19,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001773,PET001773,CL000138,5.86,Void,2026-01-15,2026-01-16,Open,,,,1
DH001774,PET001774,CL000149,7.91,Void,2026-01-15,2026-01-16,Open,,,,1
DH001775,PET001775,CL000051,4.87,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001776,PET001776,CL000115,49.44,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001777,PET001777,CL000071,16.05,Void,2026-01-15,2026-01-16,Open,,,,1
DH001778,PET001778,CL000031,40.66,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001779,PET001779,CL000091,93.0,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001780,PET001780,CL000114,33.66,Void,2026-01-15,2026-01-16,Open,,,,1
DH001781,PET001781,CL000140,42.75,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001782,PET001782,CL000139,11.67,Cancelled,2026-01-15,2026-01-16,Open,,,,1
DH001783,PET001783,CL000025,34.7,Void,2026-01-15,2026-01-16,Open,,,,1
