Case ID,Policy Number,Client Number,Snapshot Date,Outstanding Amount,Cancellation Status,Cancelling Department,Cancelling Agent,Refund Type,Root Cause,Customer Contacted
DH001536,PET001536,CL000046,2025-10-31,46.23,Cancelled,Retentions,RET028,Death of Pet,Agent Forgot,Yes
DH001537,PET001537,CL000174,2025-10-31,5.53,Void,Claims,CLM003,Cancellation from Renewal (Void),Agent Forgot,Yes
DH001538,PET001538,CL000175,2025-10-31,17.54,Void,Claims,CLM001,Cancellation from Renewal (Void),Waiting for Information,No
DH001539,PET001539,CL000095,2025-10-31,30.77,Cancelled,Retentions,RET030,Death of Pet,Agent Forgot,Yes
DH001540,PET001540,CL000119,2025-10-31,97.27,Cancelled,Retentions,RET019,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001541,PET001541,CL000178,2025-10-31,9.94,Cancelled,Retentions,RET007,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001542,PET001542,CL000046,2025-10-31,105.37,Cancelled,Customer Service,CS021,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001543,PET001543,CL000091,2025-10-31,92.99,Cancelled,Claims,CLM003,Death of Pet,Waiting for Information,Yes
DH001544,PET001544,CL000134,2025-10-31,58.72,Cancelled,Customer Service,CS008,Death of Pet,Payment Date Misunderstood,No
DH001545,PET001545,CL000121,2025-10-31,46.3,Cancelled,Customer Service,CS017,Death of Pet,Refund Mailbox Delay,No
DH001546,PET001546,CL000052,2025-10-31,13.96,Void,Retentions,RET021,Cancellation from Renewal (Void),Agent Forgot,No
DH001547,PET001547,CL000181,2025-10-31,8.66,Cancelled,Claims,CLM007,Death of Pet,Payment Date Misunderstood,No
DH001548,PET001548,CL000068,2025-10-31,2.49,Cancelled,Retentions,RET023,Death of Pet,Agent Forgot,Yes
DH001549,PET001549,CL000156,2025-10-31,49.89,Cancelled,Claims,CLM010,Cancellation Before Premium Due,Agent Forgot,No
DH001550,PET001550,CL000046,2025-10-31,67.69,Cancelled,Claims,CLM006,Death of Pet,Payment Date Misunderstood,No
DH001551,PET001551,CL000185,2025-10-31,41.95,Cancelled,Customer Service,CS009,Cancellation Before Premium Due,Agent Forgot,Yes
DH001552,PET001552,CL000125,2025-10-31,61.46,Void,Retentions,RET004,Death of Pet,Payment Date Misunderstood,No
DH001553,PET001553,CL000170,2025-10-31,7.95,Cancelled,Retentions,RET027,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001554,PET001554,CL000122,2025-10-31,3.52,Void,Claims,CLM002,Death of Pet,Payment Date Misunderstood,Yes
DH001555,PET001555,CL000173,2025-10-31,27.14,Cancelled,Retentions,RET024,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001556,PET001556,CL000092,2025-10-31,53.02,Void,Claims,CLM001,Death of Pet,Agent Forgot,Yes
DH001557,PET001557,CL000128,2025-10-31,7.43,Cancelled,Complaints,CMP005,Cancellation Before Premium Due,Agent Forgot,No
DH001558,PET001558,CL000137,2025-10-31,28.16,Void,Customer Service,CS003,Death of Pet,Payment Date Misunderstood,No
DH001559,PET001559,CL000048,2025-10-31,6.69,Cancelled,Retentions,RET011,Cancellation Before Premium Due,Agent Forgot,Yes
DH001560,PET001560,CL000054,2025-10-31,236.99,Cancelled,Customer Service,CS010,Death of Pet,Waiting for Information,No
DH001561,PET001561,CL000132,2025-10-31,89.28,Cancelled,Retentions,RET004,Death of Pet,Payment Date Misunderstood,No
DH001562,PET001562,CL000125,2025-10-31,63.62,Cancelled,Claims,CLM005,Death of Pet,Payment Date Misunderstood,No
DH001563,PET001563,CL000079,2025-10-31,36.62,Void,Customer Service,CS019,Cancellation from Renewal (Void),Waiting for Information,Yes
DH001564,PET001564,CL000099,2025-10-31,71.34,Cancelled,Retentions,RET011,Death of Pet,Payment Date Misunderstood,No
DH001565,PET001565,CL000151,2025-10-31,98.75,Void,Customer Service,CS015,Death of Pet,Agent Forgot,Yes
DH001566,PET001566,CL000098,2025-10-31,18.24,Cancelled,Customer Service,CS024,Death of Pet,Payment Date Misunderstood,No
DH001567,PET001567,CL000053,2025-10-31,19.4,Cancelled,Retentions,RET017,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001568,PET001568,CL000064,2025-10-31,23.22,Cancelled,Claims,CLM004,Cancellation Before Premium Due,Waiting for Information,No
DH001569,PET001569,CL000032,2025-10-31,47.12,Cancelled,Customer Service,CS008,Death of Pet,Payment Date Misunderstood,No
DH001570,PET001570,CL000068,2025-10-31,7.71,Cancelled,Customer Service,CS006,Death of Pet,Agent Forgot,Yes
DH001571,PET001571,CL000186,2025-10-31,297.67,Cancelled,Customer Service,CS025,Death of Pet,Refund Mailbox Delay,No
DH001572,PET001572,CL000115,2025-10-31,7.07,Void,Retentions,RET011,Cancellation from Renewal (Void),Agent Forgot,Yes
DH001573,PET001573,CL000106,2025-10-31,28.91,Cancelled,Claims,CLM003,Death of Pet,Payment Date Misunderstood,No
DH001574,PET001574,CL000017,2025-10-31,6.3,Void,Claims,CLM003,Death of Pet,Payment Date Misunderstood,No
DH001575,PET001575,CL000101,2025-10-31,76.44,Cancelled,Retentions,RET019,Cancellation Before Premium Due,Waiting for Information,No
DH001576,PET001576,CL000111,2025-10-31,115.79,Cancelled,Retentions,RET003,Cancellation Before Premium Due,Agent Forgot,Yes
DH001577,PET001577,CL000102,2025-10-31,13.39,Cancelled,Retentions,RET029,Death of Pet,Waiting for Information,Yes
DH001578,PET001578,CL000035,2025-10-31,2.86,Cancelled,Retentions,RET007,Death of Pet,Payment Date Misunderstood,No
DH001579,PET001579,CL000178,2025-10-31,82.91,Cancelled,Customer Service,CS001,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH001580,PET001580,CL000182,2025-10-31,78.46,Cancelled,Complaints,CMP002,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH001581,PET001581,CL000120,2025-10-31,49.74,Void,Retentions,RET008,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001582,PET001582,CL000072,2025-10-31,23.54,Cancelled,Claims,CLM003,Death of Pet,Payment Date Misunderstood,No
DH001583,PET001583,CL000005,2025-10-31,4.31,Cancelled,Retentions,RET029,Death of Pet,Payment Date Misunderstood,No
DH001584,PET001584,CL000178,2025-10-31,9.06,Cancelled,Retentions,RET027,Death of Pet,Waiting for Information,No
DH001585,PET001585,CL000081,2025-10-31,39.94,Void,Retentions,RET003,Cancellation from Renewal (Void),Agent Forgot,No
DH001586,PET001586,CL000125,2025-10-31,11.17,Cancelled,Claims,CLM001,Death of Pet,Refund Mailbox Delay,No
DH001587,PET001587,CL000198,2025-10-31,4.82,Void,Claims,CLM005,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001588,PET001588,CL000067,2025-10-31,77.33,Cancelled,Complaints,CMP004,Death of Pet,Payment Date Misunderstood,No
DH001589,PET001589,CL000047,2025-10-31,110.02,Cancelled,Customer Service,CS015,Cancellation Before Premium Due,Agent Forgot,Yes
DH001590,PET001590,CL000017,2025-10-31,22.67,Cancelled,Customer Service,CS011,Death of Pet,Agent Forgot,No
DH001591,PET001591,CL000038,2025-10-31,197.1,Cancelled,Customer Service,CS025,Cancellation Before Premium Due,Payment Date Misunderstood,Yes
DH001592,PET001592,CL000031,2025-10-31,48.64,Void,Complaints,CMP005,Cancellation from Renewal (Void),Agent Forgot,Yes
DH001593,PET001593,CL000019,2025-10-31,11.99,Cancelled,Retentions,RET002,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001594,PET001594,CL000065,2025-10-31,58.92,Cancelled,Customer Service,CS016,Death of Pet,Payment Date Misunderstood,No
DH001595,PET001595,CL000057,2025-10-31,17.28,Cancelled,Retentions,RET004,Death of Pet,Agent Forgot,Yes
DH001596,PET001596,CL000098,2025-10-31,59.63,Void,Customer Service,CS007,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001597,PET001597,CL000005,2025-10-31,43.63,Void,Claims,CLM001,Death of Pet,Payment Date Misunderstood,No
DH001598,PET001598,CL000197,2025-10-31,23.98,Cancelled,Claims,CLM004,Death of Pet,Refund Mailbox Delay,No
DH001599,PET001599,CL000054,2025-10-31,45.11,Cancelled,Retentions,RET009,Death of Pet,Payment Date Misunderstood,No
DH001600,PET001600,CL000146,2025-10-31,26.74,Void,Retentions,RET003,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001601,PET001601,CL000041,2025-10-31,21.44,Cancelled,Complaints,CMP004,Death of Pet,Payment Date Misunderstood,No
DH001602,PET001602,CL000112,2025-11-30,36.74,Cancelled,Customer Service,CS006,Cancellation Before Premium Due,Refund Mailbox Delay,Yes
DH001603,PET001603,CL000086,2025-11-30,81.18,Cancelled,Retentions,RET007,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001604,PET001604,CL000012,2025-11-30,31.38,Void,Customer Service,CS006,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001605,PET001605,CL000045,2025-11-30,68.61,Void,Claims,CLM006,Cancellation from Renewal (Void),Agent Forgot,No
DH001606,PET001606,CL000077,2025-11-30,55.21,Void,Customer Service,CS009,Death of Pet,Waiting for Information,No
DH001607,PET001607,CL000011,2025-11-30,58.89,Cancelled,Claims,CLM008,Cancellation Before Premium Due,Agent Forgot,No
DH001608,PET001608,CL000199,2025-11-30,69.39,Cancelled,Retentions,RET010,Cancellation Before Premium Due,Waiting for Information,Yes
DH001609,PET001609,CL000029,2025-11-30,85.75,Cancelled,Retentions,RET006,Death of Pet,Payment Date Misunderstood,No
DH001610,PET001610,CL000029,2025-11-30,29.43,Void,Customer Service,CS023,Death of Pet,Payment Date Misunderstood,No
DH001611,PET001611,CL000157,2025-11-30,34.52,Cancelled,Customer Service,CS021,Death of Pet,Agent Forgot,Yes
DH001612,PET001612,CL000111,2025-11-30,10.85,Void,Retentions,RET001,Death of Pet,Agent Forgot,No
DH001613,PET001613,CL000102,2025-11-30,13.86,Void,Claims,CLM005,Cancellation from Renewal (Void),Waiting for Information,No
DH001614,PET001614,CL000091,2025-11-30,16.48,Cancelled,Retentions,RET025,Death of Pet,Agent Forgot,Yes
DH001615,PET001615,CL000112,2025-11-30,271.56,Cancelled,Claims,CLM009,Cancellation Before Premium Due,Waiting for Information,Yes
DH001616,PET001616,CL000105,2025-11-30,116.67,Cancelled,Customer Service,CS018,Death of Pet,Payment Date Misunderstood,No
DH001617,PET001617,CL000028,2025-11-30,1.21,Cancelled,Retentions,RET029,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001618,PET001618,CL000188,2025-11-30,169.87,Void,Customer Service,CS003,Death of Pet,Agent Forgot,No
DH001619,PET001619,CL000124,2025-11-30,13.81,Void,Customer Service,CS019,Death of Pet,Agent Forgot,Yes
DH001620,PET001620,CL000069,2025-11-30,13.01,Void,Complaints,CMP001,Cancellation from Renewal (Void),Agent Forgot,Yes
DH001621,PET001621,CL000149,2025-11-30,82.17,Void,Customer Service,CS006,Cancellation from Renewal (Void),Waiting for Information,Yes
DH001622,PET001622,CL000095,2025-11-30,91.1,Cancelled,Customer Service,CS012,Death of Pet,Payment Date Misunderstood,No
DH001623,PET001623,CL000042,2025-11-30,18.95,Cancelled,Customer Service,CS025,Cancellation Before Premium Due,Waiting for Information,No
DH001624,PET001624,CL000114,2025-11-30,29.01,Cancelled,Retentions,RET019,Death of Pet,Agent Forgot,No
DH001625,PET001625,CL000142,2025-11-30,72.87,Cancelled,Customer Service,CS018,Cancellation Before Premium Due,Waiting for Information,Yes
DH001626,PET001626,CL000131,2025-11-30,34.33,Void,Retentions,RET008,Cancellation from Renewal (Void),Agent Forgot,No
DH001627,PET001627,CL000188,2025-11-30,42.34,Cancelled,Customer Service,CS018,Death of Pet,Waiting for Information,Yes
DH001628,PET001628,CL000101,2025-11-30,66.34,Cancelled,Complaints,CMP002,Death of Pet,Payment Date Misunderstood,No
DH001629,PET001629,CL000016,2025-11-30,5.67,Void,Retentions,RET004,Death of Pet,Agent Forgot,Yes
DH001630,PET001630,CL000011,2025-11-30,22.21,Void,Customer Service,CS020,Death of Pet,Refund Mailbox Delay,No
DH001631,PET001631,CL000061,2025-11-30,9.29,Cancelled,Retentions,RET001,Death of Pet,Payment Date Misunderstood,No
DH001632,PET001632,CL000200,2025-11-30,35.81,Cancelled,Retentions,RET010,Cancellation Before Premium Due,Waiting for Information,Yes
DH001633,PET001633,CL000139,2025-11-30,94.86,Void,Retentions,RET025,Cancellation from Renewal (Void),Refund Mailbox Delay,No
DH001634,PET001634,CL000042,2025-11-30,35.71,Void,Customer Service,CS014,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001635,PET001635,CL000078,2025-11-30,150.42,Cancelled,Complaints,CMP004,Death of Pet,Payment Date Misunderstood,No
DH001636,PET001636,CL000096,2025-11-30,47.6,Cancelled,Retentions,RET011,Cancellation Before Premium Due,Agent Forgot,No
DH001637,PET001637,CL000109,2025-11-30,59.22,Void,Retentions,RET001,Death of Pet,Agent Forgot,Yes
DH001638,PET001638,CL000067,2025-11-30,29.22,Cancelled,Customer Service,CS011,Cancellation Before Premium Due,Agent Forgot,Yes
DH001639,PET001639,CL000060,2025-11-30,22.51,Cancelled,Retentions,RET011,Death of Pet,Waiting for Information,No
DH001640,PET001640,CL000190,2025-11-30,15.12,Void,Claims,CLM008,Cancellation from Renewal (Void),Agent Forgot,No
DH001641,PET001641,CL000041,2025-11-30,20.84,Cancelled,Customer Service,CS020,Cancellation Before Premium Due,Waiting for Information,No
DH001642,PET001642,CL000047,2025-11-30,22.22,Cancelled,Retentions,RET023,Death of Pet,Agent Forgot,No
DH001643,PET001643,CL000115,2025-11-30,3.69,Cancelled,Retentions,RET010,Death of Pet,Payment Date Misunderstood,No
DH001644,PET001644,CL000055,2025-11-30,15.65,Void,Customer Service,CS024,Death of Pet,Payment Date Misunderstood,No
DH001645,PET001645,CL000147,2025-11-30,20.41,Cancelled,Customer Service,CS002,Death of Pet,Payment Date Misunderstood,No
DH001646,PET001646,CL000108,2025-11-30,7.98,Cancelled,Retentions,RET021,Death of Pet,Payment Date Misunderstood,No
DH001647,PET001647,CL000143,2025-11-30,8.05,Cancelled,Retentions,RET027,Death of Pet,Payment Date Misunderstood,No
DH001648,PET001648,CL000105,2025-11-30,36.44,Cancelled,Customer Service,CS016,Death of Pet,Payment Date Misunderstood,No
DH001649,PET001649,CL000075,2025-11-30,25.27,Cancelled,Customer Service,CS006,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001650,PET001650,CL000102,2025-11-30,6.24,Cancelled,Claims,CLM005,Death of Pet,Agent Forgot,Yes
DH001651,PET001651,CL000013,2025-11-30,32.17,Void,Customer Service,CS008,Death of Pet,Agent Forgot,Yes
DH001652,PET001652,CL000074,2025-11-30,21.8,Cancelled,Customer Service,CS010,Cancellation Before Premium Due,Agent Forgot,No
DH001653,PET001653,CL000199,2025-11-30,66.44,Void,Retentions,RET017,Cancellation from Renewal (Void),Agent Forgot,No
DH001654,PET001654,CL000037,2025-11-30,7.58,Void,Customer Service,CS022,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001655,PET001655,CL000116,2025-11-30,73.11,Void,Customer Service,CS017,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001656,PET001656,CL000069,2025-11-30,60.31,Void,Customer Service,CS013,Death of Pet,Agent Forgot,Yes
DH001657,PET001657,CL000193,2025-11-30,31.46,Void,Customer Service,CS020,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001658,PET001658,CL000003,2025-11-30,51.14,Void,Customer Service,CS024,Cancellation from Renewal (Void),Agent Forgot,No
DH001659,PET001659,CL000038,2025-11-30,27.01,Cancelled,Claims,CLM006,Cancellation Before Premium Due,Agent Forgot,No
DH001660,PET001660,CL000006,2025-11-30,73.24,Cancelled,Customer Service,CS022,Death of Pet,Payment Date Misunderstood,No
DH001661,PET001661,CL000062,2025-11-30,54.0,Cancelled,Retentions,RET019,Death of Pet,Payment Date Misunderstood,No
DH001662,PET001662,CL000011,2025-11-30,37.61,Cancelled,Retentions,RET017,Death of Pet,Waiting for Information,Yes
DH001663,PET001663,CL000053,2025-11-30,46.23,Void,Claims,CLM009,Death of Pet,Payment Date Misunderstood,No
DH001664,PET001664,CL000090,2025-11-30,33.99,Cancelled,Retentions,RET008,Cancellation Before Premium Due,Agent Forgot,No
DH001665,PET001665,CL000193,2025-11-30,71.52,Cancelled,Customer Service,CS008,Cancellation Before Premium Due,Waiting for Information,No
DH001666,PET001666,CL000125,2025-11-30,24.29,Void,Retentions,RET013,Death of Pet,Agent Forgot,No
DH001667,PET001667,CL000062,2025-11-30,17.28,Cancelled,Customer Service,CS025,Death of Pet,Payment Date Misunderstood,No
DH001668,PET001668,CL000066,2025-11-30,42.68,Cancelled,Retentions,RET029,Cancellation Before Premium Due,Agent Forgot,No
DH001669,PET001669,CL000053,2025-11-30,44.89,Cancelled,Retentions,RET027,Death of Pet,Payment Date Misunderstood,No
DH001670,PET001670,CL000001,2025-11-30,9.81,Void,Retentions,RET014,Cancellation from Renewal (Void),Agent Forgot,Yes
DH001671,PET001671,CL000174,2025-11-30,14.65,Void,Retentions,RET011,Cancellation from Renewal (Void),Agent Forgot,No
DH001672,PET001672,CL000127,2025-11-30,37.81,Cancelled,Customer Service,CS020,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001673,PET001673,CL000158,2025-11-30,40.61,Void,Customer Service,CS012,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001674,PET001674,CL000192,2025-11-30,56.8,Void,Claims,CLM001,Cancellation from Renewal (Void),Refund Mailbox Delay,No
DH001675,PET001675,CL000194,2025-11-30,43.29,Void,Claims,CLM004,Cancellation from Renewal (Void),Agent Forgot,No
DH001676,PET001676,CL000130,2025-11-30,31.94,Cancelled,Complaints,CMP002,Death of Pet,Payment Date Misunderstood,Yes
DH001677,PET001677,CL000060,2025-11-30,80.26,Cancelled,Retentions,RET012,Death of Pet,Payment Date Misunderstood,Yes
DH001678,PET001678,CL000102,2025-11-30,3.01,Void,Retentions,RET021,Cancellation from Renewal (Void),Payment Date Misunderstood,Yes
DH001679,PET001679,CL000168,2025-11-30,28.48,Cancelled,Retentions,RET002,Cancellation Before Premium Due,Waiting for Information,Yes
DH001680,PET001680,CL000041,2025-11-30,49.91,Cancelled,Retentions,RET020,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001681,PET001681,CL000037,2025-11-30,77.2,Cancelled,Customer Service,CS016,Cancellation Before Premium Due,Refund Mailbox Delay,No
DH001682,PET001682,CL000053,2025-11-30,24.93,Cancelled,Claims,CLM003,Death of Pet,Waiting for Information,No
DH001683,PET001683,CL000108,2025-11-30,5.57,Cancelled,Retentions,RET010,Death of Pet,Payment Date Misunderstood,Yes
DH001684,PET001684,CL000140,2025-11-30,37.78,Cancelled,Retentions,RET002,Cancellation Before Premium Due,Waiting for Information,Yes
DH001685,PET001685,CL000107,2025-11-30,53.51,Cancelled,Customer Service,CS001,Death of Pet,Payment Date Misunderstood,Yes
DH001686,PET001686,CL000035,2025-11-30,41.92,Cancelled,Retentions,RET015,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001687,PET001687,CL000116,2025-11-30,13.75,Void,Customer Service,CS024,Cancellation from Renewal (Void),Agent Forgot,No
DH001688,PET001688,CL000007,2025-11-30,62.7,Cancelled,Customer Service,CS009,Cancellation Before Premium Due,Refund Mailbox Delay,Yes
DH001689,PET001689,CL000018,2025-11-30,10.26,Cancelled,Retentions,RET005,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001690,PET001690,CL000048,2025-11-30,13.72,Cancelled,Retentions,RET030,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001691,PET001691,CL000187,2025-11-30,3.08,Cancelled,Customer Service,CS016,Death of Pet,Agent Forgot,Yes
DH001692,PET001692,CL000081,2025-11-30,9.27,Void,Customer Service,CS010,Cancellation from Renewal (Void),Agent Forgot,Yes
DH001693,PET001693,CL000178,2025-11-30,31.61,Void,Retentions,RET019,Death of Pet,Agent Forgot,No
DH001694,PET001694,CL000111,2025-11-30,26.19,Cancelled,Retentions,RET020,Death of Pet,Waiting for Information,No
DH001695,PET001695,CL000108,2025-11-30,4.9,Cancelled,Claims,CLM009,Death of Pet,Agent Forgot,Yes
DH001696,PET001696,CL000143,2025-11-30,295.34,Cancelled,Retentions,RET028,Death of Pet,Payment Date Misunderstood,No
DH001697,PET001697,CL000136,2025-11-30,253.71,Void,Retentions,RET020,Cancellation from Renewal (Void),Waiting for Information,No
DH001698,PET001698,CL000069,2025-11-30,20.82,Void,Retentions,RET006,Death of Pet,Payment Date Misunderstood,No
DH001699,PET001699,CL000183,2025-11-30,58.42,Cancelled,Retentions,RET024,Cancellation Before Premium Due,Waiting for Information,No
DH001700,PET001700,CL000085,2025-11-30,2.48,Cancelled,Retentions,RET017,Death of Pet,Agent Forgot,Yes
DH001701,PET001701,CL000029,2025-11-30,50.18,Cancelled,Customer Service,CS003,Death of Pet,Payment Date Misunderstood,No
DH001702,PET001702,CL000024,2025-11-30,40.12,Cancelled,Claims,CLM003,Death of Pet,Waiting for Information,No
DH001703,PET001703,CL000148,2025-11-30,87.0,Void,Retentions,RET018,Death of Pet,Refund Mailbox Delay,No
DH001704,PET001704,CL000141,2025-11-30,50.0,Cancelled,Retentions,RET020,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001705,PET001705,CL000063,2025-11-30,116.51,Cancelled,Retentions,RET022,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001706,PET001706,CL000080,2025-11-30,10.74,Cancelled,Claims,CLM001,Death of Pet,Payment Date Misunderstood,No
DH001707,PET001707,CL000083,2025-11-30,32.99,Void,Retentions,RET029,Cancellation from Renewal (Void),Agent Forgot,Yes
DH001708,PET001708,CL000015,2025-11-30,20.69,Cancelled,Retentions,RET005,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001709,PET001709,CL000115,2025-11-30,40.68,Cancelled,Retentions,RET029,Death of Pet,Agent Forgot,Yes
DH001710,PET001710,CL000084,2025-11-30,193.52,Void,Retentions,RET007,Death of Pet,Payment Date Misunderstood,No
DH001711,PET001711,CL000076,2025-11-30,6.39,Cancelled,Customer Service,CS005,Death of Pet,Payment Date Misunderstood,Yes
DH001712,PET001712,CL000162,2025-11-30,169.2,Cancelled,Claims,CLM002,Death of Pet,Payment Date Misunderstood,No
DH001713,PET001713,CL000014,2025-11-30,5.83,Void,Retentions,RET024,Death of Pet,Agent Forgot,No
DH001714,PET001714,CL000018,2025-11-30,15.01,Void,Retentions,RET018,Death of Pet,Payment Date Misunderstood,No
DH001715,PET001715,CL000198,2025-11-30,95.67,Void,Retentions,RET024,Cancellation from Renewal (Void),Agent Forgot,Yes
DH001716,PET001716,CL000113,2025-11-30,18.76,Cancelled,Retentions,RET001,Cancellation Before Premium Due,Payment Date Misunderstood,Yes
DH001717,PET001717,CL000191,2025-11-30,99.15,Cancelled,Retentions,RET028,Death of Pet,Refund Mailbox Delay,Yes
DH001718,PET001718,CL000137,2025-11-30,47.61,Cancelled,Customer Service,CS005,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001719,PET001719,CL000101,2025-11-30,85.18,Void,Customer Service,CS013,Cancellation from Renewal (Void),Payment Date Misunderstood,Yes
DH001720,PET001720,CL000114,2025-11-30,70.44,Void,Claims,CLM010,Death of Pet,Agent Forgot,No
DH001721,PET001721,CL000093,2025-11-30,4.42,Void,Claims,CLM005,Cancellation from Renewal (Void),Refund Mailbox Delay,Yes
DH001722,PET001722,CL000070,2025-11-30,65.39,Void,Customer Service,CS013,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001723,PET001723,CL000065,2025-11-30,87.56,Cancelled,Customer Service,CS001,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001724,PET001724,CL000197,2025-11-30,6.87,Cancelled,Customer Service,CS018,Death of Pet,Payment Date Misunderstood,No
DH001725,PET001725,CL000058,2025-11-30,33.47,Cancelled,Customer Service,CS006,Death of Pet,Waiting for Information,No
DH001726,PET001726,CL000104,2025-11-30,40.97,Void,Retentions,RET002,Death of Pet,Payment Date Misunderstood,No
DH001727,PET001727,CL000022,2025-11-30,59.33,Void,Retentions,RET013,Death of Pet,Agent Forgot,Yes
DH001728,PET001728,CL000128,2025-11-30,7.28,Cancelled,Customer Service,CS002,Death of Pet,Agent Forgot,Yes
DH001729,PET001729,CL000152,2025-11-30,95.62,Void,Retentions,RET001,Death of Pet,Waiting for Information,Yes
DH001730,PET001730,CL000128,2025-11-30,79.49,Void,Retentions,RET025,Cancellation from Renewal (Void),Waiting for Information,No
DH001731,PET001731,CL000091,2025-11-30,80.85,Cancelled,Retentions,RET017,Death of Pet,Waiting for Information,No
DH001732,PET001732,CL000085,2025-11-30,96.06,Cancelled,Retentions,RET015,Death of Pet,Agent Forgot,Yes
DH001733,PET001733,CL000143,2025-11-30,44.69,Cancelled,Customer Service,CS025,Cancellation Before Premium Due,Payment Date Misunderstood,No
DH001734,PET001734,CL000107,2025-11-30,0.76,Void,Retentions,RET020,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001735,PET001735,CL000195,2025-11-30,49.51,Cancelled,Retentions,RET007,Death of Pet,Payment Date Misunderstood,No
DH001736,PET001736,CL000047,2025-12-31,77.36,Void,Customer Service,CS012,Death of Pet,Payment Date Misunderstood,No
DH001737,PET001737,CL000076,2025-12-31,40.72,Cancelled,Retentions,RET027,Death of Pet,Refund Mailbox Delay,No
DH001738,PET001738,CL000142,2025-12-31,28.24,Cancelled,Retentions,RET015,Death of Pet,Payment Date Misunderstood,No
DH001739,PET001739,CL000094,2025-12-31,96.98,Void,Retentions,RET002,Cancellation from Renewal (Void),Refund Mailbox Delay,No
DH001740,PET001740,CL000002,2025-12-31,10.4,Void,Complaints,CMP005,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001741,PET001741,CL000178,2025-12-31,5.61,Cancelled,Customer Service,CS010,Death of Pet,Refund Mailbox Delay,No
DH001742,PET001742,CL000020,2025-12-31,65.83,Cancelled,Retentions,RET003,Death of Pet,Waiting for Information,No
DH001743,PET001743,CL000075,2025-12-31,41.77,Cancelled,Customer Service,CS011,Death of Pet,Payment Date Misunderstood,Yes
DH001744,PET001744,CL000195,2025-12-31,29.95,Void,Customer Service,CS019,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001745,PET001745,CL000083,2025-12-31,95.72,Cancelled,Retentions,RET015,Death of Pet,Payment Date Misunderstood,No
DH001746,PET001746,CL000130,2025-12-31,3.94,Void,Customer Service,CS025,Death of Pet,Payment Date Misunderstood,No
DH001747,PET001747,CL000195,2025-12-31,99.54,Cancelled,Retentions,RET015,Death of Pet,Agent Forgot,Yes
DH001748,PET001748,CL000129,2025-12-31,24.47,Void,Customer Service,CS016,Death of Pet,Payment Date Misunderstood,No
DH001749,PET001749,CL000059,2025-12-31,41.05,Cancelled,Retentions,RET003,Death of Pet,Agent Forgot,Yes
DH001750,PET001750,CL000145,2025-12-31,20.39,Void,Customer Service,CS013,Cancellation from Renewal (Void),Payment Date Misunderstood,No
DH001751,PET001751,CL000012,2025-12-31,27.15,Cancelled,Claims,CLM004,Death of Pet,Refund Mailbox Delay,Yes
DH001752,PET001752,CL000187,2025-12-31,46.83,Void,Retentions,RET005,Cancellation from Renewal (Void),Agent Forgot,No
DH001753,PET001753,CL000014,2025-12-31,36.88,Cancelled,Claims,CLM009,Cancellation Before Premium Due,Payment Date Misunderstood,Yes
DH001754,PET001754,CL000095,2025-12-31,62.99,Cancelled,Customer Service,CS020,Death of Pet,Waiting for Information,No
DH001755,PET001755,CL000116,2025-12-31,20.3,Void,Customer Service,CS011,Death of Pet,Agent Forgot,No
